No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-72.2316430934827,-48.044282729441555,-46.55396124645076,-26.14384347315881
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-74.3274376436051,-78.33415291783554,-33.56118643627449
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-67.5559474379353,-70.05543680474784,-19.6840332127221
